Temp,Humd,Label
27.1,91,1
27.1,91,1
27.1,91,1
27.1,91,1
27.1,91,1
27.1,91,1
27.1,91,1
27.1,91,1
28.5,91,1
28.5,91,1
28.5,91,1
28.5,91,1
28.1,92,1
28.1,92,1
28.1,92,1
28.1,92,1
28.1,92,1
28.1,92,1
28.1,92,1
28.1,92,1
28.8,92,1
28.8,92,1
28.8,92,1
28.8,92,1
28.6,92,1
28.6,92,1
28.6,92,1
28.6,92,1
28.6,92,1
28.6,92,1
28.6,92,1
28.6,92,1
29.5,92,1
29.5,92,1
29.5,92,1
29.5,92,1
29.3,92,1
29.3,92,1
29.3,92,1
29.3,92,1
29.3,92,1
29.3,92,1
29.3,92,1
29.3,92,1
29.1,92,1
29.1,92,1
29.1,92,1
29.1,92,1
29.5,93,1
29.5,93,1
29.5,93,1
29.5,93,1
29.5,93,1
29.5,93,1
29.5,93,1
29.5,93,1
29.2,93,1
29.2,93,1
29.2,93,1
29.2,93,1
29.8,93,1
29.8,93,1
29.8,93,1
29.8,93,1
29.8,93,1
29.8,93,1
29.8,93,1
29.8,93,1
30.5,93,1
30.5,93,1
30.5,93,1
30.5,93,1
30.1,93,1
30.1,93,1
30.1,93,1
30.1,93,1
30.1,93,1
30.1,93,1
30.1,93,1
30.1,93,1
30.0,93,1
30.0,93,1
30.0,93,1
30.0,93,1
30.1,93,1
30.1,93,1
30.1,93,1
30.1,93,1
30.1,93,1
30.1,93,1
30.1,93,1
30.1,93,1
30.1,93,1
30.1,93,1
30.1,93,1
30.1,93,1
30.0,93,1
30.0,93,1
30.0,93,1
30.0,93,1
30.0,93,1
30.0,93,1
30.0,93,1
30.0,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.7,93,1
30.6,93,1
30.6,93,1
30.6,93,1
30.6,93,1
30.6,93,1
30.6,93,1
30.6,93,1
30.6,93,1
30.2,93,1
30.2,93,1
30.2,93,1
30.2,93,1
30.9,93,1
30.9,93,1
30.9,93,1
30.9,93,1
30.9,93,1
30.9,93,1
30.9,93,1
30.9,93,1
30.2,93,1
30.2,93,1
30.2,93,1
30.2,93,1
30.9,93,1
30.9,93,1
30.9,93,1
30.9,93,1
30.9,93,1
30.9,93,1
30.9,93,1
30.9,93,1
31.7,93,1
31.7,93,1
31.7,93,1
31.7,93,1
31.0,93,1
31.0,93,1
31.0,93,1
31.0,93,1
31.0,93,1
31.0,93,1
31.0,93,1
31.0,93,1
31.9,92,1
31.9,92,1
31.9,92,1
31.9,92,1
30.6,91,1
30.6,91,1
30.6,91,1
30.6,91,1
30.6,91,1
30.6,91,1
30.6,91,1
30.6,91,1
30.0,89,1
30.0,89,1
30.0,89,1
30.0,89,1
30.5,86,1
30.5,86,1
30.5,86,1
30.5,86,1
30.5,86,1
30.5,86,1
30.5,86,1
30.5,86,1
30.5,86,1
30.5,86,1
30.5,86,1
30.5,86,1
30.9,59,1
30.9,59,1
30.9,59,1
30.9,59,1
30.9,59,1
30.9,59,1
30.9,59,1
30.9,59,1
30.3,52,1
30.3,52,1
30.3,52,1
30.3,52,1
30.6,48,1
30.6,48,1
30.6,48,1
30.6,48,1
30.6,48,1
30.6,48,1
30.6,48,1
30.6,48,1
29.5,41,1
29.5,41,1
29.5,41,1
29.5,41,1
29.7,38,1
29.7,38,1
29.7,38,1
29.7,38,1
29.7,38,1
29.7,38,1
29.7,38,1
29.7,38,1
29.6,33,1
29.6,33,1
29.6,33,1
29.6,33,1
29.6,32,1
29.6,32,1
29.6,32,1
29.6,32,1
29.6,32,1
29.6,32,1
29.6,32,1
29.6,32,1
29.4,30,1
29.4,30,1
29.4,30,1
29.4,30,1
29.1,30,1
29.1,30,1
29.1,30,1
29.1,30,1
29.1,30,1
29.1,30,1
29.1,30,1
29.1,30,1
29.1,30,1
29.1,30,1
29.1,30,1
29.1,30,1
29.2,27,1
29.2,27,1
29.2,27,1
29.2,27,1
29.2,27,1
29.2,27,1
29.2,27,1
29.2,27,1
29.4,26,1
29.4,26,1
29.4,26,1
29.4,26,1
29.4,26,1
29.4,26,1
29.4,26,1
29.4,26,1
29.4,26,1
29.4,26,1
29.4,26,1
29.4,26,1
28.4,26,1
28.4,26,1
28.4,26,1
28.4,26,1
28.1,25,1
28.1,25,1
28.1,25,1
28.1,25,1
28.1,25,1
28.1,25,1
28.1,25,1
28.1,25,1
28.7,25,1
28.7,25,1
28.7,25,1
28.7,25,1
28.7,25,1
28.7,25,1
28.7,25,1
28.7,25,1
28.7,25,1
28.7,25,1
28.7,25,1
28.7,25,1
28.4,25,1
28.4,25,1
28.4,25,1
28.4,25,1
28.1,25,1
28.1,25,1
28.1,25,1
28.1,25,1
28.1,25,1
28.1,25,1
28.1,25,1
28.1,25,1
28.6,24,1
28.6,24,1
28.6,24,1
28.6,24,1
28.2,24,1
28.2,24,1
28.2,24,1
28.2,24,1
28.2,24,1
28.2,24,1
28.2,24,1
28.2,24,1
28.4,24,1
